GlobalId,UUID,layer_index,layer_name,area_m2,volume_m3,co2_total
2O2Fr$t4X7Zf8NOew3FKau,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,9.331,0.149,10.914
2O2Fr$t4X7Zf8NOew3FNld,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.54,0.009,0.631
2O2Fr$t4X7Zf8NOew3FNld,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.54,0.009,0.631
2O2Fr$t4X7Zf8NOew3FNbT,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,2.4,0.038,2.807
2O2Fr$t4X7Zf8NOew3FNbT,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,11.161,0.179,13.054
2O2Fr$t4X7Zf8NOew3FKRi,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,11.083,0.177,12.963
2O2Fr$t4X7Zf8NOew3FKRi,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,11.083,0.177,12.963
2O2Fr$t4X7Zf8NOew3FKRH,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,1.21,0.019,1.415
2O2Fr$t4X7Zf8NOew3FKRH,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,4.848,0.078,5.671
2O2Fr$t4X7Zf8NOew3FKIu,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,4.074,0.065,4.764
2O2Fr$t4X7Zf8NOew3FKIu,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.391,0.006,0.457
2O2Fr$t4X7Zf8NOew3FKGS,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.444,0.007,0.52
2O2Fr$t4X7Zf8NOew3FKGS,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.563,0.009,0.659
2O2Fr$t4X7Zf8NOew3FLMr,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.611,0.01,0.715
2O2Fr$t4X7Zf8NOew3FLMr,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,4.705,0.075,5.502
2O2Fr$t4X7Zf8NOew3FLKI,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.412,0.007,0.482
